target_species,target_species_c,cospecies_scientific_name,cospecies_family,cospecies_acronym,cospecies_nativity,cospecies_c,cospecies_w,cospecies_physiognomy,cospecies_duration,cospecies_common_name
Symphyotrichum lateriflorum,4,Physalis longifolia,Solanaceae,PHYSUB,native,0,2,forb,perennial,smooth ground cherry
Symphyotrichum lateriflorum,4,Physalis pumila,Solanaceae,PHYPUM,non-native,0,2,forb,perennial,dwarf ground cherry
Symphyotrichum lateriflorum,4,Physostegia virginiana,Lamiaceae,PHYVIR,native,4,-1,forb,perennial,obedient-plant
Symphyotrichum lateriflorum,4,Pinus strobus,Pinaceae,PINSTR,native,10,1,tree,perennial,eastern white pine
Symphyotrichum lateriflorum,4,Poa compressa,Poaceae,POACOM,non-native,0,1,grass,perennial,flat-stem blue grass
Symphyotrichum lateriflorum,4,Poa pratensis,Poaceae,POAPRA,non-native,0,0,grass,perennial,kentucky blue grass
Symphyotrichum lateriflorum,4,Prunella vulgaris ssp. lanceolata,Lamiaceae,PRUVULL,native,1,0,forb,perennial,common selfheal
Symphyotrichum lateriflorum,4,Pycnanthemum virginianum,Lamiaceae,PYCVIR,native,5,-1,forb,perennial,virginia mountain-mint
Symphyotrichum lateriflorum,4,Pyrus calleryana,Rosaceae,PYRCAL,non-native,0,2,tree,perennial,ornamental pear
Symphyotrichum lateriflorum,4,Quercus bicolor,Fagaceae,QUEBIC,native,5,-1,tree,perennial,swamp white oak
Symphyotrichum lateriflorum,4,Ratibida pinnata,Asteraceae,RATPIN,native,4,2,forb,perennial,yellow coneflower
Symphyotrichum lateriflorum,4,Rubus idaeus ssp. strigosus,Rosaceae,RUBIDAS,native,3,1,shrub,perennial,common red raspberry
Symphyotrichum lateriflorum,4,Rudbeckia hirta,Asteraceae,RUDHIR,native,1,1,forb,perennial,black-eyed-susan
Symphyotrichum lateriflorum,4,Rudbeckia subtomentosa,Asteraceae,RUDSUB,native,8,1,forb,perennial,sweet coneflower
Symphyotrichum lateriflorum,4,Salix amygdaloides,Salicaceae,SALAMY,native,4,-1,tree,perennial,peach-leaf willow
Symphyotrichum lateriflorum,4,Salix interior,Salicaceae,SALINT,native,2,-1,shrub,perennial,sandbar willow
Symphyotrichum lateriflorum,4,Sambucus nigra ssp. canadensis,Caprifoliaceae,SAMCAN,native,4,-1,shrub,perennial,black elder
Symphyotrichum lateriflorum,4,Schizachyrium scoparium,Poaceae,ANDSCO,native,5,1,grass,perennial,little false bluestem
Symphyotrichum lateriflorum,4,Schoenoplectus acutus,Cyperaceae,SCHACU,native,5,-2,sedge,perennial,hard-stem club-rush
Symphyotrichum lateriflorum,4,Schoenoplectus fluviatilis,Cyperaceae,SCHFLU,native,4,-2,sedge,perennial,river club-rush
Symphyotrichum lateriflorum,4,Schoenoplectus pungens,Cyperaceae,SCHPUN,native,4,-2,sedge,perennial,three-square
Symphyotrichum lateriflorum,4,Schoenoplectus tabernaemontani,Cyperaceae,SCHTAB,native,3,-2,sedge,perennial,soft-stem club-rush
Symphyotrichum lateriflorum,4,Scirpus atrovirens,Cyperaceae,SCIATV,native,4,-2,sedge,perennial,dark-green bulrush
Symphyotrichum lateriflorum,4,Scutellaria lateriflora,Lamiaceae,SCULAT,native,4,-2,forb,perennial,mad dog skullcap
Symphyotrichum lateriflorum,4,Setaria pumila,Poaceae,SETGLA,non-native,0,0,grass,annual,yellow bristle grass
Symphyotrichum lateriflorum,4,Silphium integrifolium,Asteraceae,SILINT,native,5,2,forb,perennial,entire-leaf rosinweed
Symphyotrichum lateriflorum,4,Silphium laciniatum,Asteraceae,SILLAC,native,5,2,forb,perennial,compass-plant
Symphyotrichum lateriflorum,4,Silphium perfoliatum,Asteraceae,SILPER,native,5,-1,forb,perennial,cup-plant
Symphyotrichum lateriflorum,4,Silphium terebinthinaceum,Asteraceae,SILTER,native,5,0,forb,perennial,prairie dock
Symphyotrichum lateriflorum,4,Solanum dulcamara,Solanaceae,SOLDUL,non-native,0,0,vine,perennial,climbing nightshade
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Solidago canadensis,Asteraceae,SOLCAN,native,1,1,forb,perennial,canadian goldenrod
Symphyotrichum lateriflorum,4,Solidago juncea,Asteraceae,SOLJUN,native,3,2,forb,perennial,early goldenrod
Symphyotrichum lateriflorum,4,Solidago rigida,Asteraceae,SOLRIG,native,3,1,forb,perennial,hard-leaf flat-top-goldenrod
Symphyotrichum lateriflorum,4,Sorghastrum nutans,Poaceae,SORNUT,native,5,1,grass,perennial,yellow indian grass
Symphyotrichum lateriflorum,4,Sparganium americanum,Sparganiaceae,SPAAME,native,10,-2,forb,perennial,american burr-reed
Symphyotrichum lateriflorum,4,Spartina pectinata,Poaceae,SPAPEC,native,4,-1,grass,perennial,freshwater cord grass
Symphyotrichum lateriflorum,4,Symphyotrichum laeve,Asteraceae,ASTLAE,native,9,1,forb,perennial,smooth blue american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum lanceolatum,Asteraceae,ASTSIM,native,3,0,forb,perennial,white panicled american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum novae-angliae,Asteraceae,ASTNOV,native,3,-1,forb,perennial,new england american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum pilosum,Asteraceae,ASTPIL,native,0,1,forb,perennial,white oldfield american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum praealtum,Asteraceae,ASTPRA,native,7,-1,forb,perennial,willow-leaf american-aster
Symphyotrichum lateriflorum,4,Taraxacum officinale,Asteraceae,TAROFF,non-native,0,1,forb,perennial,common dandelion
Symphyotrichum lateriflorum,4,Thlaspi arvense,Brassicaceae,THLARV,non-native,0,1,forb,annual,field pennycress
Symphyotrichum lateriflorum,4,Tradescantia ohiensis,Commelinaceae,TRAOHI,native,3,1,forb,perennial,bluejacket
Symphyotrichum lateriflorum,4,Trifolium hybridum,Fabaceae,TRIHYB,non-native,0,1,forb,perennial,alsike clover
Symphyotrichum lateriflorum,4,Trifolium pratense,Fabaceae,TRIPRA,non-native,0,1,forb,perennial,red clover
Symphyotrichum lateriflorum,4,Trifolium repens,Fabaceae,TRIREP,non-native,0,1,forb,perennial,white clover
Symphyotrichum lateriflorum,4,Typha angustifolia,Typhaceae,TYPANG,non-native,0,-2,forb,perennial,narrow-leaf cat-tail
Symphyotrichum lateriflorum,4,Typha x glauca,Typhaceae,TYPGLA,non-native,0,-2,forb,perennial,hybrid cat-tail
Symphyotrichum lateriflorum,4,Verbena stricta,Verbenaceae,VERSTR,native,4,2,forb,perennial,hoary vervain
Symphyotrichum lateriflorum,4,Verbena urticifolia,Verbenaceae,VERURT,native,2,0,forb,perennial,white vervain
Symphyotrichum lateriflorum,4,Vernonia fasciculata,Asteraceae,VERFAS,native,8,-1,forb,perennial,prairie ironweed
Symphyotrichum lateriflorum,4,Vitis riparia,Vitaceae,VITRIP,native,1,-1,vine,perennial,river-bank grape
Symphyotrichum lateriflorum,4,Zizia aurea,Apiaceae,ZIZAUR,native,5,0,forb,perennial,golden alexanders
Symphyotrichum lateriflorum,4,Acalypha rhomboidea,Euphorbiaceae,ACARHO,native,0,1,forb,annual,common three-seed-mercury
Symphyotrichum lateriflorum,4,Acer negundo,Aceraceae,ACENEG,native,0,0,tree,perennial,ash-leaf maple
Symphyotrichum lateriflorum,4,Acer saccharinum,Aceraceae,ACESAI,native,1,-1,tree,perennial,silver maple
Symphyotrichum lateriflorum,4,Amaranthus hybridus,Amaranthaceae,AMAHYB,native,0,2,forb,annual,green pigweed
Symphyotrichum lateriflorum,4,Ambrosia artemisiifolia,Asteraceae,AMBART,native,0,1,forb,annual,annual ragweed
Symphyotrichum lateriflorum,4,Ambrosia trifida,Asteraceae,AMBTRI,native,0,0,forb,annual,great ragweed
Symphyotrichum lateriflorum,4,Arctium minus,Asteraceae,ARCMIN,non-native,0,1,forb,biennial,lesser burrdock
Symphyotrichum lateriflorum,4,Asclepias incarnata,Asclepiadaceae,ASCINC,native,3,-2,forb,perennial,swamp milkweed
Symphyotrichum lateriflorum,4,Asclepias syriaca,Asclepiadaceae,ASCSYR,native,0,1,forb,perennial,common milkweed
Symphyotrichum lateriflorum,4,Bidens vulgata,Asteraceae,BIDVUL,native,0,-1,forb,annual,three-lobe beggarticks
Symphyotrichum lateriflorum,4,Boehmeria cylindrica,Urticaceae,BOECYL,native,5,-2,forb,perennial,small-spike false nettle
Symphyotrichum lateriflorum,4,Bromus inermis,Poaceae,BROINE,non-native,0,1,grass,perennial,smooth brome
Symphyotrichum lateriflorum,4,Carex stipata,Cyperaceae,CXSTIP,native,4,-2,sedge,perennial,stalk-grain sedge
Symphyotrichum lateriflorum,4,Celtis occidentalis,Ulmaceae,CELOCC,native,2,0,tree,perennial,common hackberry
Symphyotrichum lateriflorum,4,Chelone glabra,Scrophulariaceae,CHEGLA,native,8,-2,forb,perennial,white turtlehead
Symphyotrichum lateriflorum,4,Chenopodium album,Chenopodiaceae,CHEALB,non-native,0,1,forb,annual,lambs-quarters
Symphyotrichum lateriflorum,4,Cirsium arvense,Asteraceae,CIRARV,non-native,0,1,forb,perennial,canadian thistle
Symphyotrichum lateriflorum,4,Cyperus strigosus,Cyperaceae,CYPSTR,native,1,-1,sedge,perennial,straw-color flat sedge
Symphyotrichum lateriflorum,4,Daucus carota,Apiaceae,DAUCAR,non-native,0,2,forb,biennial,queen annes lace
Symphyotrichum lateriflorum,4,Digitaria sanguinalis,Poaceae,DIGSAN,non-native,0,1,grass,annual,hairy crab grass
Symphyotrichum lateriflorum,4,Echinacea pallida,Asteraceae,ECHPAL,native,10,2,forb,perennial,pale conefower
Symphyotrichum lateriflorum,4,Echinochloa crus-galli,Poaceae,ECHCRU,native,0,-1,grass,annual,large barnyard grass
Symphyotrichum lateriflorum,4,Erigeron canadensis,Asteraceae,ERICAN,native,0,1,forb,annual,canadian horseweed
Symphyotrichum lateriflorum,4,Erigeron strigosus,Asteraceae,ERISTR,native,5,1,forb,annual,prairie fleabane
Symphyotrichum lateriflorum,4,Euonymus alatus,Celastraceae,EUOALA,non-native,0,2,shrub,perennial,winged euonymus
Symphyotrichum lateriflorum,4,Fraxinus pennsylvanica,Oleaceae,FRAPEN,native,4,-1,tree,perennial,green ash
Symphyotrichum lateriflorum,4,Geum canadense,Rosaceae,GEUCAN,native,1,0,forb,perennial,white avens
Symphyotrichum lateriflorum,4,Geum urbanum,Rosaceae,GEUURB,non-native,0,2,forb,perennial,city avens
Symphyotrichum lateriflorum,4,Glechoma hederacea,Lamiaceae,GLEHED,non-native,0,1,forb,perennial,groundivy
Symphyotrichum lateriflorum,4,Helenium autumnale,Asteraceae,HELAUT,native,5,-1,forb,perennial,fall sneezeweed
Symphyotrichum lateriflorum,4,Hibiscus trionum,Malvaceae,HIBTRI,non-native,0,2,forb,annual,flower-of-an-hour
Symphyotrichum lateriflorum,4,Lactuca canadensis,Asteraceae,LACCAN,native,1,1,forb,biennial,canadian blue lettuce
Symphyotrichum lateriflorum,4,Lobelia cardinalis,Campanulaceae,LOBCAR,native,7,-2,forb,perennial,cardinal-flower
Symphyotrichum lateriflorum,4,Lobelia siphilitica,Campanulaceae,LOBSIP,native,4,-2,forb,perennial,great blue lobelia
Symphyotrichum lateriflorum,4,Medicago lupulina,Fabaceae,MEDLUP,non-native,0,1,forb,annual,black medick
Symphyotrichum lateriflorum,4,Persicaria longiseta,Polygonaceae,PERLON,non-native,0,0,forb,annual,bristly ladys-thumb
Symphyotrichum lateriflorum,4,Phalaris arundinacea,Poaceae,PHAARU,non-native,0,-1,grass,perennial,reed canary grass
Symphyotrichum lateriflorum,4,Plantago major,Plantaginaceae,PLAMAJ,non-native,0,0,forb,perennial,great plantain
Symphyotrichum lateriflorum,4,Poa annua,Poaceae,POAANN,non-native,0,1,grass,annual,annual blue grass
Symphyotrichum lateriflorum,4,Populus deltoides,Salicaceae,POPDEL,native,0,0,tree,perennial,eastern cottonwood
Symphyotrichum lateriflorum,4,Prunella vulgaris ssp. lanceolata,Lamiaceae,PRUVULL,native,1,0,forb,perennial,common selfheal
Symphyotrichum lateriflorum,4,Prunus virginiana,Rosaceae,PRUVIR,native,3,1,shrub,perennial,choke cherry
Symphyotrichum lateriflorum,4,Quercus macrocarpa,Fagaceae,QUEMAC,native,5,0,tree,perennial,burr oak
Symphyotrichum lateriflorum,4,Reynoutria japonica,Polygonaceae,POLCUS,non-native,0,1,shrub,perennial,japanese-knotweed
Symphyotrichum lateriflorum,4,Rhamnus cathartica,Rhamnaceae,RHACAT,non-native,0,0,shrub,perennial,european buckthorn
Symphyotrichum lateriflorum,4,Rumex crispus,Polygonaceae,RUMCRI,non-native,0,0,forb,perennial,curly dock
Symphyotrichum lateriflorum,4,Scutellaria lateriflora,Lamiaceae,SCULAT,native,4,-2,forb,perennial,mad dog skullcap
Symphyotrichum lateriflorum,4,Setaria pumila,Poaceae,SETGLA,non-native,0,0,grass,annual,yellow bristle grass
Symphyotrichum lateriflorum,4,Solidago canadensis,Asteraceae,SOLCAN,native,1,1,forb,perennial,canadian goldenrod
Symphyotrichum lateriflorum,4,Sonchus oleraceus,Asteraceae,SONOLE,non-native,0,1,forb,annual,common sow-thistle
Symphyotrichum lateriflorum,4,Symphyotrichum pilosum,Asteraceae,ASTPIL,native,0,1,forb,perennial,white oldfield american-aster
Symphyotrichum lateriflorum,4,Toxicodendron radicans,Anacardiaceae,RHURAD,native,2,0,vine,perennial,eastern poison-ivy
Symphyotrichum lateriflorum,4,Trifolium pratense,Fabaceae,TRIPRA,non-native,0,1,forb,perennial,red clover
Symphyotrichum lateriflorum,4,Trifolium repens,Fabaceae,TRIREP,non-native,0,1,forb,perennial,white clover
Symphyotrichum lateriflorum,4,Verbena hastata,Verbenaceae,VERHAS,native,4,-1,forb,perennial,simplers-joy
Symphyotrichum lateriflorum,4,Viola sororia,Violaceae,VIOSOR,native,3,0,forb,perennial,hooded blue violet
Symphyotrichum lateriflorum,4,Vitis riparia,Vitaceae,VITRIP,native,1,-1,vine,perennial,river-bank grape
Symphyotrichum lateriflorum,4,Agropyron cristatum,Poaceae,AGRCRI,non-native,0,2,grass,perennial,crested wheat grass
Symphyotrichum lateriflorum,4,Asclepias tuberosa,Asclepiadaceae,ASCTUB,native,8,2,forb,perennial,butterfly-weed
Symphyotrichum lateriflorum,4,Baptisia australis,Fabaceae,BAPAUS,non-native,0,1,forb,perennial,blue wild indigo
Symphyotrichum lateriflorum,4,Glechoma hederacea,Lamiaceae,GLEHED,non-native,0,1,forb,perennial,groundivy
Symphyotrichum lateriflorum,4,Oxalis dillenii,Oxalidaceae,OXADIL,native,0,1,forb,perennial,slender yellow wood-sorrel
Symphyotrichum lateriflorum,4,Solidago gigantea,Asteraceae,SOLGIG,native,4,-1,forb,perennial,late goldenrod
Symphyotrichum lateriflorum,4,Symphyotrichum novae-angliae,Asteraceae,ASTNOV,native,3,-1,forb,perennial,new england american-aster
Symphyotrichum lateriflorum,4,Eutrochium purpureum,Asteraceae,EUPPUR,native,6,0,forb,perennial,sweet-scented joe-pye-weed
Symphyotrichum lateriflorum,4,Monarda fistulosa,Lamiaceae,MONFIS,native,4,1,forb,perennial,oswego-tea
Symphyotrichum lateriflorum,4,Origanum vulgare,Lamiaceae,ORIVUL,non-native,0,2,forb,perennial,oregano
Symphyotrichum lateriflorum,4,Sanguisorba canadensis,Rosaceae,SANCAS,native,8,-1,forb,perennial,canadian burnet
Symphyotrichum lateriflorum,4,Silphium integrifolium,Asteraceae,SILINT,native,5,2,forb,perennial,entire-leaf rosinweed
Symphyotrichum lateriflorum,4,Silphium perfoliatum,Asteraceae,SILPER,native,5,-1,forb,perennial,cup-plant
Symphyotrichum lateriflorum,4,Solidago canadensis,Asteraceae,SOLCAN,native,1,1,forb,perennial,canadian goldenrod
Symphyotrichum lateriflorum,4,Verbena stricta,Verbenaceae,VERSTR,native,4,2,forb,perennial,hoary vervain
Symphyotrichum lateriflorum,4,Asclepias incarnata,Asclepiadaceae,ASCINC,native,3,-2,forb,perennial,swamp milkweed
Symphyotrichum lateriflorum,4,Dactylis glomerata,Poaceae,DACGLO,non-native,0,1,grass,perennial,orchard grass
Symphyotrichum lateriflorum,4,Echinacea purpurea,Asteraceae,ECHPUR,native,10,2,forb,perennial,purple conefower
Symphyotrichum lateriflorum,4,Eutrochium purpureum,Asteraceae,EUPPUR,native,6,0,forb,perennial,sweet-scented joe-pye-weed
Symphyotrichum lateriflorum,4,Filipendula rubra,Rosaceae,FILRUB,native,10,-2,forb,perennial,queen-of-the-prairie
Symphyotrichum lateriflorum,4,Monarda fistulosa,Lamiaceae,MONFIS,native,4,1,forb,perennial,oswego-tea
Symphyotrichum lateriflorum,4,Panicum virgatum,Poaceae,PANVIR,native,3,0,grass,perennial,wand panic grass
Symphyotrichum lateriflorum,4,Sanguisorba canadensis,Rosaceae,SANCAS,native,8,-1,forb,perennial,canadian burnet
Symphyotrichum lateriflorum,4,Silphium integrifolium,Asteraceae,SILINT,native,5,2,forb,perennial,entire-leaf rosinweed
Symphyotrichum lateriflorum,4,Silphium perfoliatum,Asteraceae,SILPER,native,5,-1,forb,perennial,cup-plant
Symphyotrichum lateriflorum,4,Solidago gigantea,Asteraceae,SOLGIG,native,4,-1,forb,perennial,late goldenrod
Symphyotrichum lateriflorum,4,Solidago rugosa,Asteraceae,SOLRUG,native,6,0,forb,perennial,wrinkle-leaf goldenrod
Symphyotrichum lateriflorum,4,Verbena stricta,Verbenaceae,VERSTR,native,4,2,forb,perennial,hoary vervain
Symphyotrichum lateriflorum,4,Acer platanoides,Aceraceae,ACEPLA,non-native,0,2,tree,perennial,norway maple
Symphyotrichum lateriflorum,4,Agastache foeniculum,Lamiaceae,AGAFOE,native,0,2,forb,perennial,blue giant-hyssop
Symphyotrichum lateriflorum,4,Allium tricoccum,Liliaceae,ALLTRI,native,9,1,forb,perennial,ramp
Symphyotrichum lateriflorum,4,Allium tuberosum,Liliaceae,ALLTUB,non-native,0,2,forb,perennial,chinese chives
Symphyotrichum lateriflorum,4,Asarum canadense,Aristolochiaceae,ASACAN,native,10,1,forb,perennial,canadian wild ginger
Symphyotrichum lateriflorum,4,Asclepias syriaca,Asclepiadaceae,ASCSYR,native,0,1,forb,perennial,common milkweed
Symphyotrichum lateriflorum,4,Asclepias tuberosa,Asclepiadaceae,ASCTUB,native,8,2,forb,perennial,butterfly-weed
Symphyotrichum lateriflorum,4,Baptisia australis,Fabaceae,BAPAUS,non-native,0,1,forb,perennial,blue wild indigo
Symphyotrichum lateriflorum,4,Carex eburnea,Cyperaceae,CXEBUR,native,10,1,sedge,perennial,bristle-leaf sedge
Symphyotrichum lateriflorum,4,Carex pedunculata,Cyperaceae,CXPEDU,native,10,-2,sedge,perennial,long-stalk sedge
Symphyotrichum lateriflorum,4,Conoclinium coelestinum,Asteraceae,CONCOE,non-native,0,-1,forb,perennial,blue mistflower
Symphyotrichum lateriflorum,4,Coreopsis lanceolata,Asteraceae,CORLAN,native,8,1,forb,perennial,lance-leaf tickseed
Symphyotrichum lateriflorum,4,Echinacea purpurea,Asteraceae,ECHPUR,native,10,2,forb,perennial,purple conefower
Symphyotrichum lateriflorum,4,Geranium maculatum,Geraniaceae,GERMAC,native,5,1,forb,perennial,spotted cranes-bill
Symphyotrichum lateriflorum,4,Monarda didyma,Lamiaceae,MONDID,non-native,0,2,forb,perennial,scarlet beebalm
Symphyotrichum lateriflorum,4,Monarda fistulosa,Lamiaceae,MONFIS,native,4,1,forb,perennial,oswego-tea
Symphyotrichum lateriflorum,4,Oenothera biennis,Onagraceae,OENBIE,native,0,1,forb,biennial,kings-cureall
Symphyotrichum lateriflorum,4,Physocarpus opulifolius,Rosaceae,PHYOPU,native,5,-1,shrub,perennial,atlantic ninebark
Symphyotrichum lateriflorum,4,Rudbeckia hirta,Asteraceae,RUDHIR,native,1,1,forb,perennial,black-eyed-susan
Symphyotrichum lateriflorum,4,Ruellia humilis,Acanthaceae,RUEHUM,native,8,1,forb,perennial,fringe-leaf wild petunia
Symphyotrichum lateriflorum,4,Schizachyrium scoparium,Poaceae,ANDSCO,native,5,1,grass,perennial,little false bluestem
Symphyotrichum lateriflorum,4,Sorghastrum nutans,Poaceae,SORNUT,native,5,1,grass,perennial,yellow indian grass
Symphyotrichum lateriflorum,4,Sporobolus heterolepis,Poaceae,SPOHET,native,10,1,grass,perennial,prairie dropseed
Symphyotrichum lateriflorum,4,Symphyotrichum cordifolium,Asteraceae,ASTCOR,native,7,2,forb,perennial,heart-leaf aster
Symphyotrichum lateriflorum,4,Symphyotrichum novae-angliae,Asteraceae,ASTNOV,native,3,-1,forb,perennial,new england american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum pilosum,Asteraceae,ASTPIL,native,0,1,forb,perennial,white oldfield american-aster
Symphyotrichum lateriflorum,4,Zizia aurea,Apiaceae,ZIZAUR,native,5,0,forb,perennial,golden alexanders
Symphyotrichum lateriflorum,4,Acer saccharinum,Aceraceae,ACESAI,native,1,-1,tree,perennial,silver maple
Symphyotrichum lateriflorum,4,Ailanthus altissima,Simaroubaceae,AILALT,non-native,0,1,tree,perennial,tree-of-heaven
Symphyotrichum lateriflorum,4,Allium sativum,Liliaceae,ALLSAT,non-native,0,2,forb,perennial,garlic
Symphyotrichum lateriflorum,4,Ambrosia trifida,Asteraceae,AMBTRI,native,0,0,forb,annual,great ragweed
Symphyotrichum lateriflorum,4,Bidens frondosa,Asteraceae,BIDFRO,native,1,-1,forb,annual,devils-pitchfork
Symphyotrichum lateriflorum,4,Cirsium arvense,Asteraceae,CIRARV,non-native,0,1,forb,perennial,canadian thistle
Symphyotrichum lateriflorum,4,Daucus carota,Apiaceae,DAUCAR,non-native,0,2,forb,biennial,queen annes lace
Symphyotrichum lateriflorum,4,Geum canadense,Rosaceae,GEUCAN,native,1,0,forb,perennial,white avens
Symphyotrichum lateriflorum,4,Glechoma hederacea,Lamiaceae,GLEHED,non-native,0,1,forb,perennial,groundivy
Symphyotrichum lateriflorum,4,Juniperus virginiana,Cupressaceae,JUNVIR,native,0,1,tree,perennial,eastern red-cedar
Symphyotrichum lateriflorum,4,Morus alba,Moraceae,MORALB,non-native,0,0,tree,perennial,white mulberry
Symphyotrichum lateriflorum,4,Parthenocissus quinquefolia,Vitaceae,PARQUI,native,4,1,vine,perennial,virginia-creeper
Symphyotrichum lateriflorum,4,Phalaris arundinacea,Poaceae,PHAARU,non-native,0,-1,grass,perennial,reed canary grass
Symphyotrichum lateriflorum,4,Prunus domestica,Rosaceae,PRUDOM,non-native,0,2,tree,perennial,garden plum
